"Depth_mm","Core.Y..mm.","RMean","RABD620","RABD670","RABD715","RABD845","Chla_calibrated","Bphe_calibrated","depth_VT","mean_VT"
11106,117,0.102454857142857,1.00625897959184,1.01111572629052,1.00337505402161,0.988577588235294,5.78564396707744,0.598074448922146,11106,12552
11107,118.000000000001,0.103598067226891,1.00643099639856,1.01160066026411,1.00315166866747,0.988812735894357,6.01242089670337,0.628948055151706,11107,12553
11108,119,0.104360857142857,1.00652285714286,1.01160142857143,1.00299714285714,0.988547571428572,6.01278019175175,0.594133405771997,11108,12554
11109,120.000000000001,0.101101841536613,1.00643677070828,1.01061728691477,1.0022781392557,0.989190271308523,5.55255130417256,0.678516397703474,11109,12555
11110,121,0.100035860984395,1.00685351740696,1.01156581032413,1.00183770708283,0.989640486194478,5.99612349784881,0.737627158844037,11110,12556
11111,122,0.0975161160864349,1.00590888355342,1.01160171668667,1.0011668667467,0.989253789915966,6.0129149273948,0.686856044724608,11111,12557
11112,122.999999999999,0.0975513559423774,1.00517228091237,1.01095274909964,1.00184134453781,0.989441613445378,5.70942850485231,0.711516250617373,11112,12558
11113,124,0.0994144767106849,1.00558763505402,1.01054290516207,1.00190572629052,0.989631367346939,5.51776705226135,0.736429903854108,11113,12559
11114,125,0.104425815126051,1.00624603841537,1.01082399759904,1.00140799519808,0.989281180072029,5.64921851425339,0.690452222956673,11114,12560
11115,126,0.104010168067227,1.0060118487395,1.00988025210084,1.00193630252101,0.989680067226891,5.20788068666175,0.74282393270839,11115,12561
11116,127.000000000001,0.104532992797118,1.00562268907563,1.00987219687875,1.00135,0.98960806482593,5.20411370263468,0.733370409829529,11116,12562
11117,128,0.103068993997599,1.00709990396158,1.00935917166867,1.001423757503,0.99008181512605,4.96420004778765,0.79557124259708,11117,12563
11118,129.000000000001,0.10340918367347,1.00623433373349,1.01126619447779,1.0023481392557,0.989277046818727,5.85600965678956,0.689909549321724,11118,12564
11119,130,0.100587719087637,1.00658630252101,1.010285030012,1.00192878751501,0.989652050420167,5.39717303752477,0.739145478659283,11119,12565
11120,131,0.103509689075633,1.00638355342137,1.01047112845138,1.0017643577431,0.990134787515005,5.48420103512457,0.802526228601017,11120,12566
11121,131.999999999999,0.103354207683078,1.00661535414166,1.01070027611044,1.00233732292917,0.990344204081632,5.59136078342773,0.830021482611704,11121,12567
11122,133,0.0974783689075626,1.0074674789916,1.01020915966387,1.00156218487395,0.990589949579832,5.36169265145626,0.862286527368496,11122,12567.9807764706
11123,134,0.0937813630252087,1.00696643457383,1.01152643457383,1.00190782713085,0.990513014405763,5.97770962659817,0.852185358261064,11123,12568.0191106843
11124,135,0.0942151563025208,1.00715462184874,1.01121848739496,1.00205020408163,0.990864549819928,5.83369967985366,0.898340042496169,11124,12569.0189939976
11125,136.000000000001,0.094137816326532,1.00777163265306,1.01189693877551,1.00239897959184,0.990454530612244,6.15097404989364,0.844506754871596,11125,12570.9811265306
11126,137,0.0961287470588232,1.00758631452581,1.01169052821128,1.00193894357743,0.990346153661464,6.05444718944138,0.830277451819763,11126,12572
11127,138.000000000001,0.096283020648261,1.00730409363745,1.01202385354142,1.00270602641057,0.990134950780312,6.21032510076596,0.802547664446022,11127,12573
11128,139,0.0995336488595432,1.00726349339736,1.01261681872749,1.00276660264106,0.990420339735894,6.4876222826426,0.840017679125451,11128,12574
11129,140,0.0982375588235282,1.00738327731092,1.01338050420168,1.00263327731092,0.990742218487395,6.84475594715901,0.882278605162698,11129,12575
11130,140.999999999999,0.0951098068427375,1.00751198079232,1.01388552220888,1.00259552220888,0.989948888355344,7.0809250739194,0.778118681969847,11130,12576
11131,142,0.0988326912364954,1.00691454981993,1.01363589435774,1.00226045618247,0.989432996398559,6.96418786697169,0.710384879327569,11131,12577
11132,143,0.101690687875151,1.0067606002401,1.0126562665066,1.00221446578631,0.989708112845138,6.50606983780458,0.746506169553401,11132,12578
11133,144,0.103764572629051,1.00769010804322,1.01315617046819,1.00253308523409,0.98893156422569,6.73984740689625,0.644549567516806,11133,12579
11134,145.000000000001,0.103127258103242,1.00708681872749,1.01309733493397,1.00228911164466,0.989432659063626,6.71233326573746,0.710340589089035,11134,12580
